iso3,langKey,langEn,langTh,program,titleEn,titleTh,playUrl,downloadZipUrl,downloadTrack001Url,shareProgUrl
SIN,,Sinhala,สิงหล,64970,Good News,ข่าวประเสริฐ,fivefish.org/T64970,https://files.globalrecordings.net/files/set/mp3-low/64970.zip,fivefish.org/T64970-001.mp3,5fi.sh/T64970
SIN,,Sinhala,สิงหล,80926,Good News,ข่าวประเสริฐ,fivefish.org/T80926,https://files.globalrecordings.net/files/set/mp3-low/80926.zip,fivefish.org/T80926-001.mp3,5fi.sh/T80926
SIN,,Sinhala,สิงหล,80656,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T80656,https://files.globalrecordings.net/files/set/mp3-low/80656.zip,fivefish.org/T80656-001.mp3,5fi.sh/T80656
SIN,,Sinhala,สิงหล,80602,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T80602,https://files.globalrecordings.net/files/set/mp3-low/80602.zip,fivefish.org/T80602-001.mp3,5fi.sh/T80602
SIN,,Sinhala,สิงหล,80603,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T80603,https://files.globalrecordings.net/files/set/mp3-low/80603.zip,fivefish.org/T80603-001.mp3,5fi.sh/T80603
SIN,,Sinhala,สิงหล,80607,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,fivefish.org/T80607,https://files.globalrecordings.net/files/set/mp3-low/80607.zip,fivefish.org/T80607-001.mp3,5fi.sh/T80607
SIN,,Sinhala,สิงหล,80628,LLL 5 On Trial for GOD,LLL 5 การทดสอบเพื่อพระเจ้า,fivefish.org/T80628,https://files.globalrecordings.net/files/set/mp3-low/80628.zip,fivefish.org/T80628-001.mp3,5fi.sh/T80628
SIN,,Sinhala,สิงหล,80633,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T80633,https://files.globalrecordings.net/files/set/mp3-low/80633.zip,fivefish.org/T80633-001.mp3,5fi.sh/T80633
SIN,,Sinhala,สิงหล,3211,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T3211,https://files.globalrecordings.net/files/set/mp3-low/3211.zip,fivefish.org/T3211-001.mp3,5fi.sh/T3211
SIN,,Sinhala,สิงหล,18931,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T18931,https://files.globalrecordings.net/files/set/mp3-low/18931.zip,fivefish.org/T18931-001.mp3,5fi.sh/T18931
SIN,,Sinhala,สิงหล,30361,Words of Life 3,พระคำแห่งชีวิต 3,fivefish.org/T30361,https://files.globalrecordings.net/files/set/mp3-low/30361.zip,fivefish.org/T30361-001.mp3,5fi.sh/T30361
SIN,,Sinhala,สิงหล,30370,Words of Life 4,พระคำแห่งชีวิต 4,fivefish.org/T30370,https://files.globalrecordings.net/files/set/mp3-low/30370.zip,fivefish.org/T30370-001.mp3,5fi.sh/T30370
THM,,So Thavung,โซ่ทะวืง,65653,Good News,ข่าวประเสริฐ,fivefish.org/T65653,https://files.globalrecordings.net/files/set/mp3-low/65653.zip,fivefish.org/T65653-001.mp3,5fi.sh/T65653
KDT,,Sui South,สุ่ยใต้,19561,Words of Life,พระคำแห่งชีวิต,fivefish.org/T19561,https://files.globalrecordings.net/files/set/mp3-low/19561.zip,fivefish.org/T19561-001.mp3,5fi.sh/T19561
BLT,,Tai Black,ไทดำ,22900,Good News,ข่าวประเสริฐ,fivefish.org/T22900,https://files.globalrecordings.net/files/set/mp3-low/22900.zip,fivefish.org/T22900-001.mp3,5fi.sh/T22900
BLT,,Tai Black,ไทดำ,22901,Words of Life,พระคำแห่งชีวิต,fivefish.org/T22901,https://files.globalrecordings.net/files/set/mp3-low/22901.zip,fivefish.org/T22901-001.mp3,5fi.sh/T22901
TDD,,Tai Ya,ไทหย่า,6701,Words of Life,พระคำแห่งชีวิต,fivefish.org/T6701,https://files.globalrecordings.net/files/set/mp3-low/6701.zip,fivefish.org/T6701-001.mp3,5fi.sh/T6701
TAM,,Tamil,ทมิฬ,64971,Good News,ข่าวประเสริฐ,fivefish.org/T64971,https://files.globalrecordings.net/files/set/mp3-low/64971.zip,fivefish.org/T64971-001.mp3,5fi.sh/T64971
TAM,,Tamil,ทมิฬ,74792,Good News,ข่าวประเสริฐ,fivefish.org/T74792,https://files.globalrecordings.net/files/set/mp3-low/74792.zip,fivefish.org/T74792-001.mp3,5fi.sh/T74792
TAM,,Tamil,ทมิฬ,80579,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T80579,https://files.globalrecordings.net/files/set/mp3-low/80579.zip,fivefish.org/T80579-001.mp3,5fi.sh/T80579
TAM,,Tamil,ทมิฬ,80580,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T80580,https://files.globalrecordings.net/files/set/mp3-low/80580.zip,fivefish.org/T80580-001.mp3,5fi.sh/T80580
TAM,,Tamil,ทมิฬ,80581,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T80581,https://files.globalrecordings.net/files/set/mp3-low/80581.zip,fivefish.org/T80581-001.mp3,5fi.sh/T80581
TAM,,Tamil,ทมิฬ,80582,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,fivefish.org/T80582,https://files.globalrecordings.net/files/set/mp3-low/80582.zip,fivefish.org/T80582-001.mp3,5fi.sh/T80582
TAM,,Tamil,ทมิฬ,80583,LLL 5 On Trial for GOD,LLL 5 การทดสอบเพื่อพระเจ้า,fivefish.org/T80583,https://files.globalrecordings.net/files/set/mp3-low/80583.zip,fivefish.org/T80583-001.mp3,5fi.sh/T80583
TAM,,Tamil,ทมิฬ,80584,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T80584,https://files.globalrecordings.net/files/set/mp3-low/80584.zip,fivefish.org/T80584-001.mp3,5fi.sh/T80584
TAM,,Tamil,ทมิฬ,80585,LLL 7 JESUS - Lord & Saviour,LLL 7 พระเยซูเป็นพระเจ้าและพระผู้ช่วยให้รอด,fivefish.org/T80585,https://files.globalrecordings.net/files/set/mp3-low/80585.zip,fivefish.org/T80585-001.mp3,5fi.sh/T80585
TAM,,Tamil,ทมิฬ,80586,LLL 8 Acts of the HOLY SPIRIT,LLL 8 การงานของพระวิญญาณบริสุทธิ์,fivefish.org/T80586,https://files.globalrecordings.net/files/set/mp3-low/80586.zip,fivefish.org/T80586-001.mp3,5fi.sh/T80586
TAM,,Tamil,ทมิฬ,34070,Portrait of Jesus 1,ชีวิตของพระเยซู 1,fivefish.org/T34070,https://files.globalrecordings.net/files/set/mp3-low/34070.zip,fivefish.org/T34070-001.mp3,5fi.sh/T34070
TAM,,Tamil,ทมิฬ,34071,Portrait of Jesus 2,ชีวิตของพระเยซู 2,fivefish.org/T34071,https://files.globalrecordings.net/files/set/mp3-low/34071.zip,fivefish.org/T34071-001.mp3,5fi.sh/T34071
TAM,,Tamil,ทมิฬ,2790,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T2790,https://files.globalrecordings.net/files/set/mp3-low/2790.zip,fivefish.org/T2790-001.mp3,5fi.sh/T2790
TAM,,Tamil,ทมิฬ,2791,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T2791,https://files.globalrecordings.net/files/set/mp3-low/2791.zip,fivefish.org/T2791-001.mp3,5fi.sh/T2791
NAN,,Teochew,จีนแต้จิ๋ว,3411,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T3411,https://files.globalrecordings.net/files/set/mp3-low/3411.zip,fivefish.org/T3411-001.mp3,5fi.sh/T3411
NAN,,Teochew,จีนแต้จิ๋ว,18871,Believe in Jesus,เชื่อในพระเยซู,fivefish.org/T18871,https://files.globalrecordings.net/files/set/mp3-low/18871.zip,fivefish.org/T18871-001.mp3,5fi.sh/T18871
THA,,Thai Central,ไทยกลาง,3670,Everybody Ought to Know,เรื่องที่ทุกคนควรรู้,fivefish.org/T3670,https://files.globalrecordings.net/files/set/mp3-low/3670.zip,fivefish.org/T3670-001.mp3,5fi.sh/T3670
THA,,Thai Central,ไทยกลาง,74673,Good News (Short),ข่าวประเสริฐ (Short),fivefish.org/T74673,https://files.globalrecordings.net/files/set/mp3-low/74673.zip,fivefish.org/T74673-001.mp3,5fi.sh/T74673
THA,,Thai Central,ไทยกลาง,63629,Good News for Children,ข่าวประเสริฐ สำหรับเด็ก,fivefish.org/T63629,https://files.globalrecordings.net/files/set/mp3-low/63629.zip,fivefish.org/T63629-001.mp3,5fi.sh/T63629
THA,,Thai Central,ไทยกลาง,80501,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T80501,https://files.globalrecordings.net/files/set/mp3-low/80501.zip,fivefish.org/T80501-001.mp3,5fi.sh/T80501
THA,,Thai Central,ไทยกลาง,80502,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T80502,https://files.globalrecordings.net/files/set/mp3-low/80502.zip,fivefish.org/T80502-001.mp3,5fi.sh/T80502
THA,,Thai Central,ไทยกลาง,80503,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T80503,https://files.globalrecordings.net/files/set/mp3-low/80503.zip,fivefish.org/T80503-001.mp3,5fi.sh/T80503
THA,,Thai Central,ไทยกลาง,80504,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,fivefish.org/T80504,https://files.globalrecordings.net/files/set/mp3-low/80504.zip,fivefish.org/T80504-001.mp3,5fi.sh/T80504
THA,,Thai Central,ไทยกลาง,80505,LLL 5 On Trial for GOD,LLL 5 การทดสอบเพื่อพระเจ้า,fivefish.org/T80505,https://files.globalrecordings.net/files/set/mp3-low/80505.zip,fivefish.org/T80505-001.mp3,5fi.sh/T80505
THA,,Thai Central,ไทยกลาง,80506,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T80506,https://files.globalrecordings.net/files/set/mp3-low/80506.zip,fivefish.org/T80506-001.mp3,5fi.sh/T80506
THA,,Thai Central,ไทยกลาง,80507,LLL 7 JESUS - Lord & Saviour,LLL 7 พระเยซูเป็นพระเจ้าและพระผู้ช่วยให้รอด,fivefish.org/T80507,https://files.globalrecordings.net/files/set/mp3-low/80507.zip,fivefish.org/T80507-001.mp3,5fi.sh/T80507
THA,,Thai Central,ไทยกลาง,80508,LLL 8 Acts of the HOLY SPIRIT,LLL 8 การงานของพระวิญญาณบริสุทธิ์,fivefish.org/T80508,https://files.globalrecordings.net/files/set/mp3-low/80508.zip,fivefish.org/T80508-001.mp3,5fi.sh/T80508
THA,,Thai Central,ไทยกลาง,30120,Portrait of Jesus 1,ชีวิตของพระเยซู 1,fivefish.org/T30120,https://files.globalrecordings.net/files/set/mp3-low/30120.zip,fivefish.org/T30120-001.mp3,5fi.sh/T30120
THA,,Thai Central,ไทยกลาง,30121,Portrait of Jesus 2,ชีวิตของพระเยซู 2,fivefish.org/T30121,https://files.globalrecordings.net/files/set/mp3-low/30121.zip,fivefish.org/T30121-001.mp3,5fi.sh/T30121
THA,,Thai Central,ไทยกลาง,32420,Testimonies & Songs,คำพยาน & เพลง,fivefish.org/T32420,https://files.globalrecordings.net/files/set/mp3-low/32420.zip,fivefish.org/T32420-001.mp3,5fi.sh/T32420
KHB,,Thai Lu,ไทลื้อ,6851,Words of Life,พระคำแห่งชีวิต,fivefish.org/T6851,https://files.globalrecordings.net/files/set/mp3-low/6851.zip,fivefish.org/T6851-001.mp3,5fi.sh/T6851
TTS,,Thai Northeastern,ไทยอีสาน,33831,Good News,ข่าวประเสริฐ,fivefish.org/T33831,https://files.globalrecordings.net/files/set/mp3-low/33831.zip,fivefish.org/T33831-001.mp3,5fi.sh/T33831
TTS,,Thai Northeastern,ไทยอีสาน,2810,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T2810,https://files.globalrecordings.net/files/set/mp3-low/2810.zip,fivefish.org/T2810-001.mp3,5fi.sh/T2810
TTS,,Thai Northeastern,ไทยอีสาน,2811,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T2811,https://files.globalrecordings.net/files/set/mp3-low/2811.zip,fivefish.org/T2811-001.mp3,5fi.sh/T2811
NOD,,Thai Northern,ไทยเหนือ-กำเมือง,3031,Words of Life,พระคำแห่งชีวิต,fivefish.org/T3031,https://files.globalrecordings.net/files/set/mp3-low/3031.zip,fivefish.org/T3031-001.mp3,5fi.sh/T3031
SOU,,Thai Southern,ไทยใต้,78070,The Book of James; Epistle to Ephesians,พระธรรมยากอบ และพระธรรมเอเฟซัส,fivefish.org/T78070,https://files.globalrecordings.net/files/set/mp3-low/78070.zip,fivefish.org/T78070-001.mp3,5fi.sh/T78070
SOU,,Thai Southern,ไทยใต้,10920,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T10920,https://files.globalrecordings.net/files/set/mp3-low/10920.zip,fivefish.org/T10920-001.mp3,5fi.sh/T10920
SOU,,Thai Southern,ไทยใต้,27241,"Words of Life 2, Believing in God","พระคำแห่งชีวิต 2, เชื่อในพระเจ้า",fivefish.org/T27241,https://files.globalrecordings.net/files/set/mp3-low/27241.zip,fivefish.org/T27241-001.mp3,5fi.sh/T27241
SOU,,Thai Southern,ไทยใต้,25790,"Words of Life 3, Questions and Answers","พระคำแห่งชีวิต 3, คำถามและคำตอบ",fivefish.org/T25790,https://files.globalrecordings.net/files/set/mp3-low/25790.zip,fivefish.org/T25790-001.mp3,5fi.sh/T25790
SOU,,Thai Southern,ไทยใต้,25791,"Words of Life 4, Jesus Died for Us","พระคำแห่งชีวิต 4, พระเยซูสิ้นพระชนม์เพื่อเรา",fivefish.org/T25791,https://files.globalrecordings.net/files/set/mp3-low/25791.zip,fivefish.org/T25791-001.mp3,5fi.sh/T25791
SOU,,Thai Southern,ไทยใต้,78065,"Words of Life 5, Creation to Christ","พระคำแห่งชีวิต 5, ตั้งแต่การสร้างจนถึงพระคริสต์",fivefish.org/T78065,https://files.globalrecordings.net/files/set/mp3-low/78065.zip,fivefish.org/T78065-001.mp3,5fi.sh/T78065
SOU,,Thai Southern,ไทยใต้,78066,"Words of Life 6, Why Did Jesus Die?","พระคำแห่งชีวิต 6, ทำไมพระเยซูถึงสิ้นพระชนม์",fivefish.org/T78066,https://files.globalrecordings.net/files/set/mp3-low/78066.zip,fivefish.org/T78066-001.mp3,5fi.sh/T78066
SOU,,Thai Southern,ไทยใต้,78067,"Words of Life 7, Fear of Evil Spirits","พระคำแห่งชีวิต 7, กลัววิญญาณชั่ว",fivefish.org/T78067,https://files.globalrecordings.net/files/set/mp3-low/78067.zip,fivefish.org/T78067-001.mp3,5fi.sh/T78067
SOU,,Thai Southern,ไทยใต้,78068,"Words of Life 8, Life of Christ 1","พระคำแห่งชีวิต 8, ชีวิตของพระคริสต์ 1",fivefish.org/T78068,https://files.globalrecordings.net/files/set/mp3-low/78068.zip,fivefish.org/T78068-001.mp3,5fi.sh/T78068
SOU,,Thai Southern,ไทยใต้,78069,"Words of Life 9, Life of Christ 2","พระคำแห่งชีวิต 9, ชีวิตของพระคริสต์ 2",fivefish.org/T78069,https://files.globalrecordings.net/files/set/mp3-low/78069.zip,fivefish.org/T78069-001.mp3,5fi.sh/T78069
PRT,,Tin Eastern,ลัวะ ตะวันออก,6841,Words of Life,พระคำแห่งชีวิต,fivefish.org/T6841,https://files.globalrecordings.net/files/set/mp3-low/6841.zip,fivefish.org/T6841-001.mp3,5fi.sh/T6841
MLF,,Tin Western,ลัวะ ตะวันตก,10841,Words of Life,พระคำแห่งชีวิต,fivefish.org/T10841,https://files.globalrecordings.net/files/set/mp3-low/10841.zip,fivefish.org/T10841-001.mp3,5fi.sh/T10841
URK,,Urak Lawoi,อูรักลาโวจ,37634,"5 loaves, 2 fishes & good diet",ขนมปังห้าก้อน ปลาสองตัวและอาหาร,fivefish.org/T37634,https://files.globalrecordings.net/files/set/mp3-low/37634.zip,fivefish.org/T37634-001.mp3,5fi.sh/T37634
URK,,Urak Lawoi,อูรักลาโวจ,37629,Festivals & Prayer,เทศกาลและคำอธิษฐาน,fivefish.org/T37629,https://files.globalrecordings.net/files/set/mp3-low/37629.zip,fivefish.org/T37629-001.mp3,5fi.sh/T37629
URK,,Urak Lawoi,อูรักลาโวจ,37626,Freedom from Fear,อิสรภาพจากความกลัว,fivefish.org/T37626,https://files.globalrecordings.net/files/set/mp3-low/37626.zip,fivefish.org/T37626-001.mp3,5fi.sh/T37626
URK,,Urak Lawoi,อูรักลาโวจ,37635,Good Neighbour & Forgiveness,เพื่อนบ้านที่ดีและการให้อภัย,fivefish.org/T37635,https://files.globalrecordings.net/files/set/mp3-low/37635.zip,fivefish.org/T37635-001.mp3,5fi.sh/T37635
URK,,Urak Lawoi,อูรักลาโวจ,35660,Good News,ข่าวประเสริฐ,fivefish.org/T35660,https://files.globalrecordings.net/files/set/mp3-low/35660.zip,fivefish.org/T35660-001.mp3,5fi.sh/T35660
URK,,Urak Lawoi,อูรักลาโวจ,37628,Sea people & Value of Women,ชาวทะเลและคุณค่าของผู้หญิง,fivefish.org/T37628,https://files.globalrecordings.net/files/set/mp3-low/37628.zip,fivefish.org/T37628-001.mp3,5fi.sh/T37628
URK,,Urak Lawoi,อูรักลาโวจ,37636,Songs,เพลง,fivefish.org/T37636,https://files.globalrecordings.net/files/set/mp3-low/37636.zip,fivefish.org/T37636-001.mp3,5fi.sh/T37636
URK,,Urak Lawoi,อูรักลาโวจ,34990,Testimonies & Songs,คำพยาน & เพลง,fivefish.org/T34990,https://files.globalrecordings.net/files/set/mp3-low/34990.zip,fivefish.org/T34990-001.mp3,5fi.sh/T34990
URK,,Urak Lawoi,อูรักลาโวจ,37627,Victory over sin & Power of Unity,ชัยชนะเหนือบาปและพลังแห่งความสามัคคี,fivefish.org/T37627,https://files.globalrecordings.net/files/set/mp3-low/37627.zip,fivefish.org/T37627-001.mp3,5fi.sh/T37627
URK,,Urak Lawoi,อูรักลาโวจ,9410,Words of Life,พระคำแห่งชีวิต,fivefish.org/T9410,https://files.globalrecordings.net/files/set/mp3-low/9410.zip,fivefish.org/T9410-001.mp3,5fi.sh/T9410
URD,,Urdu,อูรดู,64433,Good News,ข่าวประเสริฐ,fivefish.org/T64433,https://files.globalrecordings.net/files/set/mp3-low/64433.zip,fivefish.org/T64433-001.mp3,5fi.sh/T64433
URD,,Urdu,อูรดู,74723,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T74723,https://files.globalrecordings.net/files/set/mp3-low/74723.zip,fivefish.org/T74723-001.mp3,5fi.sh/T74723
URD,,Urdu,อูรดู,74724,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T74724,https://files.globalrecordings.net/files/set/mp3-low/74724.zip,fivefish.org/T74724-001.mp3,5fi.sh/T74724
URD,,Urdu,อูรดู,74725,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T74725,https://files.globalrecordings.net/files/set/mp3-low/74725.zip,fivefish.org/T74725-001.mp3,5fi.sh/T74725
URD,,Urdu,อูรดู,74726,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,fivefish.org/T74726,https://files.globalrecordings.net/files/set/mp3-low/74726.zip,fivefish.org/T74726-001.mp3,5fi.sh/T74726
URD,,Urdu,อูรดู,74727,LLL 5 On Trial for GOD,LLL 5 การทดสอบเพื่อพระเจ้า,fivefish.org/T74727,https://files.globalrecordings.net/files/set/mp3-low/74727.zip,fivefish.org/T74727-001.mp3,5fi.sh/T74727
URD,,Urdu,อูรดู,77480,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T77480,https://files.globalrecordings.net/files/set/mp3-low/77480.zip,fivefish.org/T77480-001.mp3,5fi.sh/T77480
URD,,Urdu,อูรดู,77490,LLL 7 JESUS - Lord & Saviour,LLL 7 พระเยซูเป็นพระเจ้าและพระผู้ช่วยให้รอด,fivefish.org/T77490,https://files.globalrecordings.net/files/set/mp3-low/77490.zip,fivefish.org/T77490-001.mp3,5fi.sh/T77490
URD,,Urdu,อูรดู,77500,LLL 8 Acts of the HOLY SPIRIT,LLL 8 การงานของพระวิญญาณบริสุทธิ์,fivefish.org/T77500,https://files.globalrecordings.net/files/set/mp3-low/77500.zip,fivefish.org/T77500-001.mp3,5fi.sh/T77500
URD,,Urdu,อูรดู,64434,Lord Your Name Be Lifted High,ยกพระนามของพระเจ้าสูงสุด,fivefish.org/T64434,https://files.globalrecordings.net/files/set/mp3-low/64434.zip,fivefish.org/T64434-001.mp3,5fi.sh/T64434
URD,,Urdu,อูรดู,31590,Portrait of Jesus,ชีวิตของพระเยซู,fivefish.org/T31590,https://files.globalrecordings.net/files/set/mp3-low/31590.zip,fivefish.org/T31590-001.mp3,5fi.sh/T31590
URD,,Urdu,อูรดู,2781,Words of Life (H),พระคำแห่งชีวิต (H),fivefish.org/T2781,https://files.globalrecordings.net/files/set/mp3-low/2781.zip,fivefish.org/T2781-001.mp3,5fi.sh/T2781
URD,,Urdu,อูรดู,2740,Words of Life (M) 1,พระคำแห่งชีวิต (M) 1,fivefish.org/T2740,https://files.globalrecordings.net/files/set/mp3-low/2740.zip,fivefish.org/T2740-001.mp3,5fi.sh/T2740
URD,,Urdu,อูรดู,2741,Words of Life (M) 2,พระคำแห่งชีวิต (M) 2,fivefish.org/T2741,https://files.globalrecordings.net/files/set/mp3-low/2741.zip,fivefish.org/T2741-001.mp3,5fi.sh/T2741
VIE,,Vietnamese,เวียดนาม,12741,Good News,ข่าวประเสริฐ,fivefish.org/T12741,https://files.globalrecordings.net/files/set/mp3-low/12741.zip,fivefish.org/T12741-001.mp3,5fi.sh/T12741
VIE,,Vietnamese,เวียดนาม,37560,Jesus Story 1 of 2,เรื่องราวของพระเยซู 1 of 2,fivefish.org/T37560,https://files.globalrecordings.net/files/set/mp3-low/37560.zip,fivefish.org/T37560-001.mp3,5fi.sh/T37560
VIE,,Vietnamese,เวียดนาม,37561,Jesus Story 2 of 2,เรื่องราวของพระเยซู 2 of 2,fivefish.org/T37561,https://files.globalrecordings.net/files/set/mp3-low/37561.zip,fivefish.org/T37561-001.mp3,5fi.sh/T37561
VIE,,Vietnamese,เวียดนาม,30131,Portrait of Jesus,ชีวิตของพระเยซู,fivefish.org/T30131,https://files.globalrecordings.net/files/set/mp3-low/30131.zip,fivefish.org/T30131-001.mp3,5fi.sh/T30131
VIE,,Vietnamese,เวียดนาม,74687,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T74687,https://files.globalrecordings.net/files/set/mp3-low/74687.zip,fivefish.org/T74687-001.mp3,5fi.sh/T74687
VIE,,Vietnamese South,เวียดนามใต้,80424,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T80424,https://files.globalrecordings.net/files/set/mp3-low/80424.zip,fivefish.org/T80424-001.mp3,5fi.sh/T80424
VIE,,Vietnamese South,เวียดนามใต้,80417,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T80417,https://files.globalrecordings.net/files/set/mp3-low/80417.zip,fivefish.org/T80417-001.mp3,5fi.sh/T80417
VIE,,Vietnamese South,เวียดนามใต้,80423,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T80423,https://files.globalrecordings.net/files/set/mp3-low/80423.zip,fivefish.org/T80423-001.mp3,5fi.sh/T80423
VIE,,Vietnamese South,เวียดนามใต้,80418,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,fivefish.org/T80418,https://files.globalrecordings.net/files/set/mp3-low/80418.zip,fivefish.org/T80418-001.mp3,5fi.sh/T80418
VIE,,Vietnamese South,เวียดนามใต้,80419,LLL 5 On Trial for GOD,LLL 5 การทดสอบเพื่อพระเจ้า,fivefish.org/T80419,https://files.globalrecordings.net/files/set/mp3-low/80419.zip,fivefish.org/T80419-001.mp3,5fi.sh/T80419
VIE,,Vietnamese South,เวียดนามใต้,80420,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T80420,https://files.globalrecordings.net/files/set/mp3-low/80420.zip,fivefish.org/T80420-001.mp3,5fi.sh/T80420
VIE,,Vietnamese South,เวียดนามใต้,80421,LLL 7 JESUS - Lord & Saviour,LLL 7 พระเยซูเป็นพระเจ้าและพระผู้ช่วยให้รอด,fivefish.org/T80421,https://files.globalrecordings.net/files/set/mp3-low/80421.zip,fivefish.org/T80421-001.mp3,5fi.sh/T80421
VIE,,Vietnamese South,เวียดนามใต้,80422,LLL 8 Acts of the HOLY SPIRIT,LLL 8 การงานของพระวิญญาณบริสุทธิ์,fivefish.org/T80422,https://files.globalrecordings.net/files/set/mp3-low/80422.zip,fivefish.org/T80422-001.mp3,5fi.sh/T80422
BLR,,Yi Pula in Mengzi,ยี ปูลา เม่งจื๊อ,28831,Words of Life,พระคำแห่งชีวิต,fivefish.org/T28831,https://files.globalrecordings.net/files/set/mp3-low/28831.zip,fivefish.org/T28831-001.mp3,5fi.sh/T28831
BLR,,Yi Pula in Yuanyang,ยี ปูลา หยวนหยาง,28840,Words of Life (Eval),พระคำแห่งชีวิต (Eval),fivefish.org/T28840,https://files.globalrecordings.net/files/set/mp3-low/28840.zip,fivefish.org/T28840-001.mp3,5fi.sh/T28840
YNO,,Yong,ยอง,65100,Good News,ข่าวประเสริฐ,fivefish.org/T65100,https://files.globalrecordings.net/files/set/mp3-low/65100.zip,fivefish.org/T65100-001.mp3,5fi.sh/T65100
YOY,,Yoy,โย้ย,63896,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T63896,https://files.globalrecordings.net/files/set/mp3-low/63896.zip,fivefish.org/T63896-001.mp3,5fi.sh/T63896
YOY,,Yoy,โย้ย,64996,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T64996,https://files.globalrecordings.net/files/set/mp3-low/64996.zip,fivefish.org/T64996-001.mp3,5fi.sh/T64996
YOY,,Yoy,โย้ย,63897,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,fivefish.org/T63897,https://files.globalrecordings.net/files/set/mp3-low/63897.zip,fivefish.org/T63897-001.mp3,5fi.sh/T63897
YOY,,Yoy,โย้ย,63898,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T63898,https://files.globalrecordings.net/files/set/mp3-low/63898.zip,fivefish.org/T63898-001.mp3,5fi.sh/T63898
CMN,,Yunnanese,จีนยูนนาน,3241,Words of Life,พระคำแห่งชีวิต,fivefish.org/T3241,https://files.globalrecordings.net/files/set/mp3-low/3241.zip,fivefish.org/T3241-001.mp3,5fi.sh/T3241
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
